consorciado;numero requerimiento;fecha requerimiento;descripcion;tipo solicitud;sede;ubicacion;numero cotizacion consorcio;fecha cotizacion consorcio;numero cotizacion consorciado;fecha cotizacion consorciado;estado cotizacion;valor mano de obra;valor materiales;costo directo;administracion;imprevistos;utilidad;impuesto;total;valor facturado;valor pagado;numero factura;tipo acta;fecha acta;detalle acta;pago consorciado;numero factura consorciado;valor mano obra consorciado;valor materiales consorciado;costo directo consorciado;administracion consorciado;imprevistos consorciado;utilidad consorciado;impuesto consorciado;total consorciado;valor mano obra administracion;valor materiales administracion;costo directo administracion;administracion administracion;imprevistos administracion;utilidad administracion;impuesto administracion;total administracion
ANDINA S.A.;00000191;2009-06-09;"Verificar malla de puesta a tierra, tensión neutro tierra e instalación de UPS. Swich Comunicaciones";Proyecto;B/MANGA FINCA - DIV VTAS ORIENTE;Bucaramanga;00000187-01;2009-11-04;CT-CIM-09-36 ;;Pendiente;523000;2605297;3128297;0;0;0;500527;3628824;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000411;2009-09-29;"Adecuación sistema de iluminación Distribución
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000409-00;2009-11-04;ING-CC-000 ;;Pendiente;33639600;184919600;218559200;0;0;0;34969472;253528672;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICONTROL LTDA;00000404;2009-09-29;"Mantenimiento complementario a planta electrica
";Mantenimiento;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000403-00;2009-11-04;OF-298-09 ;2009-11-04;Facturada total;104000;871200;975200;0;0;0;156032;1131232;1131232;0;278;Acta finalización;2009-11-04;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000403;2009-09-28;"Servicio de tanqueo de planta electrica POSM
";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000402-00;2009-11-04;ING-CC-047 ;2009-11-04;Facturada total;282473;30000;312473;0;0;0;49995;362468;362469;0;278;Acta finalización;2009-11-04;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000402;2009-09-25;"Adecuación para la instalación de puntos de datos caseta portería Alsacia Distribución
";Proyecto;TECHO;Bogotá;00000400-00;2009-11-04;OM09-490 ;;Pendiente;660000;1053036;1713036;0;0;0;274085;1987121;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000298;2009-09-24;"Adecuacion de reflectores en mastil patio 1 Distribución";Servicio por demanda;TECHO;Bogotá;00000397-00;2009-11-04;OM09-483 ;2009-11-04;Facturada total;350000;51610;401610;0;0;0;64257;465867;465878;0;278;Acta finalización;2009-11-04;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000299;2009-09-24;"Adecuacion sistema electrico oficinas Distribucion";Proyecto;TECHO;Bogotá;00000396-00;2009-11-04;OM09-484 ;;Descartada;1390560;5862246;7252806;0;0;0;1160448;8413254;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000300;2009-09-23;"Adecuacion de tuberia camara de seguridad porteria Alsacia Distribucion";Servicio por demanda;TECHO;Bogotá;00000395-00;2009-11-04;OM09-482 ;2009-11-04;Facturada total;53800;62992;116792;0;0;0;18686;135478;135478;0;278;Acta finalización;2009-11-04;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000401;2009-09-22;"Mantenimiento Iluminación Deposito Distribución (El cliente recibio esta oferta con No. 321)
";Proyecto;TECHO;Bogotá;00000436-00;2009-11-04;OM09-531      ;2009-11-04;En ejecución;1960000;6577200;8537200;0;0;0;1365952;9903152;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000303;2009-09-22;"Remodelacion Recursos Humanos";Visita;TECHO;Bogotá;00000404-00;2009-11-04;OM09-492 ;;Pendiente;24702938;68782938;93485876;0;0;0;3952470;97438346;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000400;2009-09-17;"Adecuaciones electricas y remodelación caseta porteria entrada camiones
";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000440-00;2009-11-04;OM09-523 ;2009-11-04;En ejecución;1216200;5086443;6302643;0;0;0;1008422;7311065;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000396;2009-09-16;"Emergencia en Distribución y adecuaciones para cambio de contactor
";Emergencia;CERVECERIA AGUILA;Barranquilla;00000461-00;2009-11-04;ING-CC-054;2009-11-04;Facturada total;383000;979200;1362200;0;0;0;217952;1580152;1580152;0;278;Acta finalización;2009-11-04;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000397;2009-09-16;"Adecuación de iluminación en Bodega Centro de Distribución
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000428-00;2009-11-04;ING-CC-050;2009-11-04;En ejecución;6486000;21186000;27672000;0;0;0;4427520;32099520;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000398;2009-09-16;"Adecuaciones a la Iluminación de la plazoleta del CD
";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000460-00;2009-11-04;ING-CC-055 ;2009-11-04;Facturada total;127500;306200;433700;0;0;0;69392;503092;503092;0;278;Acta finalización;2009-11-04;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000388;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;TECHO;Bogotá;00000393-00;2009-11-05;OM09-462;;Pendiente;3497650;6499335;9996985;0;0;0;1599517;11596502;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000395;2009-09-16;"Servicios de Ingeniero On Site, del 1 al 30 de septiembre de 2009
";Proyecto;TECHO;Bogotá;00000380-00;2009-11-05;OM09-544 ;2009-11-05;Facturada total;8718358;0;8718358;0;0;0;1394937;10113295;10113295;0;241;Acta finalización;2009-11-05;;No;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000392;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000390-00;2009-11-05;OM09-459;;Pendiente;5508160;12989114;18497274;0;0;0;2959563;21456837;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000393;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;CERVECERIA TOCANCIPÁ;Tocancipá;00000392-00;2009-11-05;OM09-461 ;;Pendiente;12242170;26471391;38713561;0;0;0;6194169;44907730;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000390;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;CERVECERIA UNION;Itagui;00000391-00;2009-11-05;OM09-460 ;;Pendiente;3025200;6337916;9363116;0;0;0;1498098;10861214;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000387;2009-09-15;"Adecuaciones para funcionamiento de dos servomotores en paletizadora tren 2
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000372-00;2009-11-05;CT-CIM-09-90 ;2009-11-05;Facturada total;1100500;2737800;3838300;0;0;0;614128;4452428;4452428;0;280;Acta finalización;2009-11-05;;No;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000389;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000387-00;2009-11-05;OM09-463 ;;Pendiente;7189310;16878470;24067780;0;0;0;3850844;27918624;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000391;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;CERVECERIA DE BOYACA;Tibasosa;00000389-00;2009-11-05;OM09-458 ;;Pendiente;3289150;6108176;9397326;0;0;0;1503572;10900898;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000376;2009-09-14;"Adecuaciones de cableado red CIV sede ventas
";Proyecto;BOGOTA - VTAS SURORIENTE AMERICAS;Bogotá;00000382-00;2009-11-05;OM09-452 ;;Descartada;2836850;9022320;11859170;0;0;0;1897467;13756637;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000394;2009-09-15;"Cableado Electrico y datos CCTV
";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000388-00;2009-11-05;OM09-457 ;;Pendiente;4722760;9840809;14563569;0;0;0;2330171;16893740;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000378;2009-09-14;"Emergencia suministro de fusibles HH
";Emergencia;MALTERIA TIBITÓ;Tibirita;00000383-00;2009-11-05;OM09-453;2009-11-05;Facturada total;144860;750150;895010;0;0;0;143201;1038211;789218;0;278;Acta finalización;2009-11-05;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000375;2009-09-14;"Mantenimiento correctivo de iluminación de seguridad fisica y viceprecidencia de distribución
";Proyecto;TECHO;Bogotá;00000414-00;2009-11-05;OM09-495;;Pendiente;490000;1381700;1871700;0;0;0;299472;2171172;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000379;2009-09-14;"adecuaciones civiles para ampliación de iluminación perimetral Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000373-00;2009-11-05;ING-CC-036 ;2009-11-05;En ejecución;11769600;7333200;19102800;0;0;0;3056448;22159248;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000380;2009-09-14;"Adecuación de Iluminación exterior patio de maniobras. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000374-00;2009-11-05;ING-CC-037 ;;Pendiente;7902100;15989900;23892000;0;0;0;3822720;27714720;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000381;2009-09-14;"Adecuación de Tablero Satelite. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000375-00;2009-11-05;ING-CC-038;2009-11-05;En ejecución;2216000;19878000;22094000;0;0;0;3535040;25629040;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000382;2009-09-14;"Adecuación Alimentadores iluminación interior bodega de producto. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000376-00;2009-11-05;ING-CC-039 ;;Pendiente;10003100;18521300;28524400;0;0;0;4563904;33088304;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000383;2009-09-14;"Adecuación Luminarias bodega de producto. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000377-00;2009-02-01;ING-CC-040;2009-02-01;Pendiente;1584000;21450000;23034000;0;0;0;3685440;26719440;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000385;2009-09-14;"Adecuación de Iluminación alero bodega tomas de servicio producto. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000378-00;2009-11-05;ING-CC-041 ;2009-11-05;En ejecución;4178100;14842100;19020200;0;0;0;3043232;22063432;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000373;2009-09-11;"Adecuación acometida a container
";Proyecto;TECHO;Bogotá;00000370-00;2009-11-05;OM09-449 ;2009-11-05;Ejecutada;1337500;2318450;3655950;0;0;0;584952;4240902;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000368;2009-09-10;"Adecuaciones Electricas cogeneración e instalación de tablero para transferencia
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000365-00;2009-11-05;OM09-447 ;2009-11-05;En ejecución;17529331;6918724;24448055;0;0;0;3911688;28359743;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000370;2009-09-10;"Adecuación de iluminación of jefe seg y cambio interruptor laboratorio primer nivel edif adm
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000368-00;2009-11-05;CT-CIM-09-97 ;2009-11-05;Facturada total;46000;129700;175700;0;0;0;7360;183060;203812;0;255;Acta finalización;2009-11-05;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000369;2009-09-10;"Adecuación transferencia automática en cuarto tecnico POSM
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000366-00;2009-11-05;OM09-448 ;2009-11-05;Ejecutada;1106600;888400;1995000;0;0;0;319200;2314200;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICONTROL LTDA;00000371;2009-09-10;"Adecuaciones planta eléctrica Centro de Disribución
";Proyecto;HONDA - CD;Honda;00000371-00;2009-11-05;OF-284-09 ;;Pendiente;205000;871200;1076200;0;0;0;172192;1248392;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000372;2009-09-10;"Instalación sistema alumbrado emergencia torre proceso
";Proyecto;MALTERIA TROPICAL;Cartagena;00000369-00;2009-11-05;ING-CC-044 ;;Pendiente;6638900;18742300;25381200;0;0;0;1062224;26443424;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000366;2009-09-09;"Verificar circuito de iluminación Cancha de Tenis y sistema eléctrico calefaccion mesas de Billar en el club deportivo
";Servicio por demanda;TECHO;Bogotá;00000415-00;2009-11-05;OM09-500;2009-11-05;Facturada total;86000;43500;129500;0;0;0;20720;150220;150220;0;278;Acta finalización;2009-11-05;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000365;2009-09-08;"Verificar Iluminación en oficina contigua a Portería No 3, ingreso de Camiones Oficina Botelleros
";Servicio por demanda;TECHO;Bogotá;00000419-00;2009-11-05;OM09-480 ;2009-11-05;Facturada total;70000;260000;330000;0;0;0;52800;382800;382800;0;278;Acta finalización;2009-11-05;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000362;2009-09-07;"Mantenimiento lampara oficina relaciones industriales
";Servicio por demanda;TECHO;Bogotá;00000417-00;2009-11-05;OM09-501;2009-11-05;Ejecutada;80000;133400;213400;0;0;0;34144;247544;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000361;2009-09-07;"Adecuación por emergencia de lamparas contiguas a oficina OL
";Emergencia;CUCUTA - CD PREMIER;Cúcuta;00000401-00;2009-11-05;CT-CIM-09-104 ;2009-11-05;Ejecutada;452000;1878000;2330000;0;0;0;372800;2702800;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000364;2009-09-07;"Mantenimiento Iluminación División Ventas
";Servicio por demanda;TECHO;Bogotá;00000411-00;2009-11-05;OM09-498;2009-11-05;Facturada total;61000;129800;190800;0;0;0;30528;221328;221328;0;278;Acta finalización;2009-11-05;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000358;2009-09-04;"Sistema eléctrico oficina de Distribución 
";Proyecto;TECHO;Bogotá;00000362-00;2009-11-05;OM09-436;2009-11-05;Ejecutada;2911830;10329613;13241443;0;0;0;2118630;15360073;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000359;2009-09-04;"Adecuación de nuevos puntos bifasicos y trifasicos en deposito
";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000381-00;2009-11-05;OM09-450 ;2009-11-09;En ejecución;3510000;6652000;10162000;0;0;0;1625920;11787920;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000360;2009-09-04;"Soporte de 2 Tecnico para evento del Club Deportivo Sep 19 de 2009
";Servicio por demanda;TECHO;Bogotá;00000416-00;2009-11-05;OM09-499 ;2009-11-05;Facturada total;108645;0;108645;0;0;0;17383;126028;126028;0;278;Acta finalización;2009-11-05;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000356;2009-09-03;"Adecuación acometida y tablero K17 de deposito
";Proyecto;TECHO;Bogotá;00000424-00;2009-11-05;OM09-511;2009-11-05;En ejecución;3155000;37737763;40892763;0;0;0;6542842;47435605;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000354;2009-09-01;"Adecuaciones para arranque de motor y ventilador en zona contigua a lavadora tren 1
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000337-00;2009-11-05;CT-CIM-09-88;2009-11-05;Facturada total;173000;1184990;1357990;0;0;0;217278;1575268;1575268;0;268;Acta finalización;2009-11-05;;No;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000452;2009-09-01;"Adecuaciones eléctricas cogeneración
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000333-00;2009-11-05;ING-CC-031 ;2009-11-05;Ejecutada;1843398;1255800;3099198;0;0;0;495871;3595069;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000352;2009-09-01;"Adecuación de reflectores 1000W MH
";Proyecto;CARTAGENA - CD TURBACO;Cartagena;00000334-00;2009-11-05;ING-CC-032;;Pendiente;611100;2202000;2813100;0;0;0;450096;3263196;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000351;2009-09-01;"Mantenimiento linea 13.2KV, cambio de los cortacircuitos 
";Emergencia;VILLAVICENCIO - CD;Villavicencio;00000336-00;2009-11-05;CT-CIM-09-92 ;2009-11-10;En ejecución;5235570;375000;5610570;0;0;0;897691;6508261;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000348;2009-08-31;"Revisión de condiciones de planta electrica y llenado de combustible
";Emergencia;VILLAVICENCIO - CD;Villavicencio;00000332-00;2009-11-05;CT-CIM-09-91 ;2009-11-05;Facturada total;277000;0;277000;0;0;0;44320;321320;321320;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000347;2009-08-31;"Mantenimiento electrico bodega
";Proyecto;PASTO - CD;Pasto;00000410-00;2009-11-05;OM09-497 ;;Pendiente;210000;704700;914700;0;0;0;146352;1061052;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000350;2009-08-31;"Instalación de cantoneras oficinas CCL y facturación del deposito
";Servicio por demanda;TECHO;Bogotá;00000330-00;2009-11-05;OM09-422 ;2009-11-05;Ejecutada;475863;300000;775863;0;0;0;124138;900001;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000353;2009-09-01;"Traslado de Planta Electrica División de Ingeniería
";Proyecto;TECHO;Bogotá;00000335-00;2009-11-05;CT-CIM-09-93 ;2009-11-05;En ejecución;640000;950000;1590000;0;0;0;254400;1844400;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000275;2009-07-31;"Reubicación de planta eléctrica, tanque combustible y cuenta en BT en bodega ubicada sobre NQS";Proyecto;BOGOTA - BODEGA PROMOCIONES NQS;Bogotá;00000291-00;2009-11-05;OM09-409 ;;Pendiente;8511500;36309890;44821390;0;0;0;7171422;51992812;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000288;2009-08-07;"Adecuación y mantenimiento de iluminación en zona CEDI PERONI ";Visita;TECHO;Bogotá;00000304-00;2009-11-05;OM09-402 ;;Pendiente;9909529;10629000;20538529;0;0;0;3286164;23824693;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000346;2009-08-27;"Circuito cerrado de televisión para CD, Cervecerias y Malterias
";Proyecto;BOGOTA - DIR GRAL CALLE 94;Bogotá;00000360-00;2009-11-05;OM09-444 ;;Pendiente;19159450;47506889;66666339;0;0;0;10666614;77332953;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000251;2009-07-16;"Mejorar nivel de Iluminación en oficinas";Proyecto;POPAYAN - CD;Popayán;00000283-00;2009-11-05;OM09-407 ;2009-11-05;Ejecutada;1309600;4472680;5782280;0;0;0;925164;6707444;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000344;2009-08-27;"Adecuación de alimentación de lamparas MH 250 w e instalación de sokets
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000323-00;2009-11-05;CT-CIM-09-85   ;2009-11-05;Facturada total;437000;657686;1094686;0;0;0;175149;1269835;1269836;0;255;Acta finalización;2009-11-05;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000345;2009-08-27;"Instalación tomas de seguridad 220V zona contigua desempacadora tren 2
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000324-00;2009-11-05;CT-CIM-09-86   ;2009-11-05;Facturada total;242000;1371650;1613650;0;0;0;258184;1871834;1871834;0;268;Acta finalización;2009-11-05;;No;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000253;2009-07-16;"Ampliación Acometida e Iluminación. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000339-00;2009-11-05;ING-CC-033;2009-11-05;Ejecutada;3278200;14724500;18002700;0;0;0;2880432;20883132;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000254;2009-07-16;"Adecuaciones Acometidas Bodega. Ampliación CD";Proyecto;SANTA MARTA - CD;Santa Marta;00000340-00;2009-11-05;ING-CC-034;2009-11-05;Ejecutada;20671200;9259100;29930300;0;0;0;4788848;34719148;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000464;2009-07-16;"Adecuaciones cuarto planta electrica, refuerzo acometidas y mantenimiento de cuarto de generador. Ampliación CD
";Proyecto;SANTA MARTA - CD;Santa Marta;00000341-00;2009-11-05;ING-CC-035 ;;Pendiente;37033400;83125240;120158640;0;0;0;19225382;139384022;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000465;2009-06-25;"Servicio de vigilancia bodega POSM";Proyecto;CERVECERIA AGUILA;Barranquilla;00000504-00;2009-11-05; OM09-464;2009-11-05;Facturada total;4942641;0;4942641;0;0;0;790822;5733463;5733464;5191749;200;Acta finalización;2009-11-05;;Si;200;3580517;0;3580517;0;0;0;572883;4153400;895129;0;895129;0;0;0;143221;1038350
ANDINA S.A.;00000349;2009-08-31;"Mantenimiento predictivo y preventivo del area de distribución
";Mantenimiento;CERVECERIA BUCARAMANGA;Bucaramanga;00000338-00;2009-02-01;CT-CIM-09-95;2009-02-01;Pendiente;16477622;0;16477622;0;0;0;2636419;19114041;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000340;2009-08-27;"Iluminación fachada costado occidental del deposito
";Servicio por demanda;TECHO;Bogotá;00000363-00;2009-11-06;OM09-446 ;2009-11-06;Ejecutada;280000;640400;920400;0;0;0;147264;1067664;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000342;2009-08-27;"Mantenimiento Iluminación Deposito PET
";Proyecto;TECHO;Bogotá;00000321-00;2009-11-06;OM09-420;2009-11-06;Ejecutada;2450000;3523500;5973500;0;0;0;955760;6929260;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000339;2009-08-26;"Instalación de tapa para bandeja
";Proyecto;MALTERIA TIBITÓ;Tibirita;00000320-00;2009-11-06;OM09-419      ;;Pendiente;561600;1881040;2442640;0;0;0;390822;2833462;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000335;2009-08-25;"Revisión instalación eléctrica, oficina de planeación de cargues
";Servicio por demanda;TECHO;Bogotá;00000319-00;2009-11-06;OM09-418;2009-11-06;Facturada total;150000;0;150000;0;0;0;24000;174000;174000;0;278;Acta finalización;2009-11-06;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000337;2009-08-25;"Adecuación oficina Genesis
";Proyecto;TECHO;Bogotá;00000328-00;2009-11-06;DCI-2121;;Pendiente;13256615;39246598;52503213;0;0;0;8400514;60903727;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000332;2009-08-24;"Mantenimiento bodega de distribución
";Servicio por demanda;CARTAGENA - CD TURBACO;Cartagena;00000325-00;2009-11-06;ING-CC-026     ;2009-11-06;Facturada total;245500;211600;457100;0;0;0;73136;530236;530236;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000333;2009-08-24;"Revisión tensión de entrada y salida de UPS
";Servicio por demanda;CARTAGENA - CD TURBACO;Cartagena;00000326-00;2009-11-06;ING-CC-027     ;2009-11-06;Facturada total;331617;0;331617;0;0;0;53058;384675;384676;0;278;Acta finalización;2009-11-06;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000334;2009-08-24;"Revisión de tensión entre neutro y tierra
";Servicio por demanda;VALLEDUPAR - CD;Valledupar;00000327-00;2009-11-06;ING-CC-028     ;2009-11-06;Facturada total;286916;0;286916;0;0;0;45906;332822;332823;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000331;2009-08-24;"Daño en planta eléctrica, se reporta falla de baterias
";Servicio por demanda;NEIVA -  CD;Neiva;00000322-00;2009-11-06;CT-CIM-09-87   ;2009-11-06;Ejecutada;257000;1590000;1847000;0;0;0;295520;2142520;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000330;2009-08-21;"Mantenimiento de iluminación en el laboratorio de calidad
";Servicio por demanda;CERVECERIA TOCANCIPÁ;Tocancipá;00000315-00;2009-11-06;OM09-415;2009-11-06;Facturada total;132000;236200;368200;0;0;0;58912;427112;427112;0;278;Acta finalización;2009-11-06;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000329;2009-08-21;"Mantenimiento Complementario
";Mantenimiento;GIRARDOT - CD;Girardot;00000312-00;2009-02-01;CT-CIM-09-84;2009-02-01;Pendiente;1555000;6480000;8035000;0;0;0;1285600;9320600;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
