consorciado;numero requerimiento;fecha requerimiento;descripcion;tipo solicitud;sede;ubicacion;numero cotizacion consorcio;fecha cotizacion consorcio;numero cotizacion consorciado;fecha cotizacion consorciado;estado cotizacion;valor mano de obra;valor materiales;costo directo;administracion;imprevistos;utilidad;impuesto;total;valor facturado;valor pagado;numero factura;tipo acta;fecha acta;detalle acta;pago consorciado;numero factura consorciado;valor mano obra consorciado;valor materiales consorciado;costo directo consorciado;administracion consorciado;imprevistos consorciado;utilidad consorciado;impuesto consorciado;total consorciado;valor mano obra administracion;valor materiales administracion;costo directo administracion;administracion administracion;imprevistos administracion;utilidad administracion;impuesto administracion;total administracion
ANDINA S.A.;00000002;2009-02-04;"Emergencia presentada por falta de mantenimiento en el grupo electrogeno 150 KW, 187.5 KVA";Emergencia;NEIVA -  CD;Neiva;00000002-00;2009-03-12;CT-CIM-09-08 ;2009-01-27;Facturada total;1087000;0;1087000;0;0;0;173920;1260920;1260920;1260920;100;Acta finalización;2009-10-23;;Si;100;869600;0;869600;0;0;0;139136;1008736;217400;0;217400;0;0;0;34784;252184
ENERCON LTDA;00000003;2009-02-04;"Alumbrado perimetral edificio administrativo";Proyecto;ARMENIA - CD;Armenia;00000003-00;2009-02-04;001-2009 ;2009-02-09;Pendiente;9217800;10956185;20173985;0;0;0;3227837;23401822;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000004;2009-02-06;"Adecuación del sistema de iluminación de los vestier CCL";Proyecto;TECHO;Bogotá;00000004-00;2009-02-06;OM09-234 ;2009-02-10;Facturada total;2541000;14508100;17049100;0;0;0;2727856;19776956;19776956;17566369;148;Acta finalización;2009-10-26;;Si;148;1805582;12886444;14692026;0;0;0;2350724;17042750;451395;0;451395;0;0;0;72223;523618
INCOEL LTDA;00000005;2009-02-10;"Proyecto centro de distribución Cableado Estructurado";Proyecto;CUCUTA - CD PREMIER;Cúcuta;00000005-00;2009-02-17;OM09-293 ;2009-02-17;Facturada parcial;62084322;145266246;207350568;0;0;0;33176090;240526658;72157997;63407803;136;Acta avance obra;2009-11-06;;Si;136;16366712;38295188;54661900;0;0;0;8745904;63407804;0;0;0;0;0;0;0;0
INCOEL LTDA;00000005;2009-02-10;"Proyecto centro de distribución Cableado Estructurado";Proyecto;CUCUTA - CD PREMIER;Cúcuta;00000005-00;2009-02-17;OM09-293 ;2009-02-17;Facturada parcial;62084322;145266246;207350568;0;0;0;33176090;240526658;141856021;125836073;253;Acta avance obra;2009-11-06;;Si;253;32480588;75998785;108479373;0;0;0;17356700;125836073;0;0;0;0;0;0;0;0
INCOEL LTDA;00000006;2009-02-10;"Proyecto centro de distribución Cableado Estructurado";Proyecto;PEREIRA - CD;Pereira;00000006-00;2009-02-17;OM09-294 ;2009-02-17;Facturada parcial;47245397;118936551;166181948;0;0;0;26589111;192771059;57831317;50499369;137;Acta avance obra;2009-11-06;;Si;137;12376665;31157274;43533939;0;0;0;6965430;50499369;0;0;0;0;0;0;0;0
INCOEL LTDA;00000006;2009-02-10;"Proyecto centro de distribución Cableado Estructurado";Proyecto;PEREIRA - CD;Pereira;00000006-00;2009-02-17;OM09-294 ;2009-02-17;Facturada parcial;47245397;118936551;166181948;0;0;0;26589111;192771059;87962221;0;265;Acta avance obra;2009-11-06;;No;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000009;2009-02-11;"Suministro ingeniero Cervalle ";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000007-00;2009-02-12;OM09-296 ;2009-02-12;Pendiente;5667186;0;5667186;0;0;0;906749;6573935;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000010;2009-02-11;"Trabajos Eléctricos Deposito";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000008-00;2009-02-17;OM09-218 ;2009-02-17;Facturada total;11249900;11154961;22404861;0;0;0;3584777;25989638;25989639;23084624;216;Acta finalización;2009-10-23;;Si;216;7993946;9908105;17902051;0;0;0;2864328;20766379;1998487;0;1998487;0;0;0;319758;2318245
INCOEL LTDA;00000021;2009-02-17;"Iluminación de tanques";Proyecto;CERVECERIA AGUILA;Barranquilla;00000009-00;2009-02-18;OM09-224 ;2009-02-18;Facturada total;1566700;4762030;6328730;0;0;0;1012596;7341326;7341327;6531249;097;Acta finalización;2009-10-23;;Si;097;1115058;4236564;5351622;0;0;0;856260;6207882;278765;0;278765;0;0;0;44602;323367
INCOEL LTDA;00000295;2009-02-11;"Arreglo Tableros Club deportivo";Servicio por demanda;TECHO;Bogotá;00000010-00;2009-02-11;OM09-243 ;2009-02-23;Facturada total;837000;1125000;1962000;0;0;0;313920;2275920;2275920;2020860;103;Acta finalización;2009-10-23;;Si;103;594559;998922;1593481;0;0;0;254957;1848438;148640;0;148640;0;0;0;23782;172422
INCOEL LTDA;00000011;2009-02-11;"Mantenimiento Iluminación Club deportivo";Proyecto;TECHO;Bogotá;00000010-01;2009-02-11;OM09-261 ;2009-02-23;Facturada total;4635048;0;4635048;0;0;0;741607;5376655;5376656;4775675;114;Acta finalización;2009-10-23;;Si;114;3293569;0;3293569;0;0;0;526971;3820540;823392;0;823392;0;0;0;131743;955135
ANDINA S.A.;00000014;2009-02-17;"Cambio Grupo de Medida";Proyecto;GIRARDOT - CD;Girardot;00000011-00;2009-02-18;011 ;2009-02-18;Descartada;600000;2993625;3593625;0;0;0;574980;4168605;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000012;2009-02-13;"Suministro e instalación Fusible HH marca SIBA";Proyecto;TECHO;Bogotá;00000012-00;2009-02-19;OM09-255 ;2009-02-19;Descartada;300000;9361260;9661260;0;0;0;1545801;11207061;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000012;2009-02-13;"Suministro e instalación Fusible HH marca SIBA";Proyecto;TECHO;Bogotá;00000012-01;2009-02-19;OM09-255 ;2009-02-19;Descartada;300000;6641028;6941028;0;0;0;1110564;8051592;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000018;2009-02-17;"Su ayuda en pony PET";Proyecto;TECHO;Bogotá;00000013-00;2009-02-19;OM09-254 ;2009-02-19;Facturada total;4000000;0;4000000;0;0;0;640000;4640000;4640000;3841360;110;Acta finalización;2009-10-23;;Si;110;2649214;0;2649214;0;0;0;423874;3073088;662303;0;662303;0;0;0;105969;768272
INCOEL LTDA;00000016;2009-02-17;"Traslado de planta diesel de Duitama a manizales";Servicio por demanda;CERVECERIA DE BOYACA;Tibasosa;00000014-00;2009-02-19;OM09-260 ;2009-02-19;Reemplazada;2500000;0;2500000;0;0;0;400000;2900000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000013;2009-02-17;"Lamparas zona sur Deposito";Proyecto;TECHO;Bogotá;00000015-00;2009-02-20;OM09-208 ;2009-02-20;Descartada;7263500;15338460;22601960;0;0;0;3616313;26218273;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENERCON LTDA;00000041;2009-03-10;"Cambio Iluminación Jefatura de Ventas";Proyecto;MANIZALES - VENTAS;Manizales;00000016-00;2009-03-17;EMA-51-09 ;2009-02-24;Reemplazada;1088000;2125000;3213000;0;0;0;514080;3727080;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000008;2009-02-11;"Acometida paralela 220V para Agua Brisa Neiva";Proyecto;NEIVA -  CD;Neiva;00000017-00;2009-02-23;OM09-258 ;2009-02-23;Pendiente;3122000;15460838;18582838;0;0;0;2973254;21556092;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000025;2009-02-20;"Mantenimiento transformadores ";Mantenimiento;CERVECERIA DE BOYACA;Tibasosa;00000018-00;2009-02-25;CT-CIM-09-04 ;2009-02-25;Facturada total;15808000;0;15808000;0;0;0;2529280;18337280;14105600;12512640;135;Acta finalización;2009-10-26;;Si;135;8629407;0;8629407;0;0;0;1380705;10010112;2157352;0;2157352;0;0;0;345176;2502528
INCOEL LTDA;00000032;2009-02-25;"Ampliación Casino Planta Maltas";Proyecto;TECHO;Bogotá;00000019-00;2009-02-26;OM09-219 ;2009-02-27;Pendiente;4640555;15144837;19785392;0;0;0;3165662;22951054;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000030;2009-02-25;"Acometida UPS y salidas de Iluminación Call Center ";Proyecto;BOGOTA - PARQUE CENTRAL BAVARIA;Bogotá;00000020-00;2009-02-25;OM09-248 ;2009-05-12;Facturada total;20588200;102803175;123391375;0;0;0;19742620;143133995;143133995;127135068;234;Acta finalización;2009-11-06;;Si;234;14629549;91312261;105941810;0;0;0;16950689;122892499;3657387;0;3657387;0;0;0;585182;4242569
INCOEL LTDA;00000019;2009-02-17;"Sistema de extracción de gases Tunel 1";Proyecto;TECHO;Bogotá;00000021-00;2009-03-20;OM09-215 ;2009-03-20;Descartada;3210000;37620000;40830000;0;0;0;6532800;47362800;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000033;2009-02-28;"Portería Norte ";Servicio por demanda;TECHO;Bogotá;00000022-00;2009-03-04;OM09-216 ;2009-03-04;Facturada total;1081100;1110037;2191137;0;0;0;350581;2541718;2541719;2257616;100;Acta finalización;2009-10-23;;Si;100;768207;985962;1754169;0;0;0;280667;2034836;192052;0;192052;0;0;0;30728;222780
INCOEL LTDA;00000007;2009-02-06;"Motobomba y control de iluminación";Servicio por demanda;IBAGUE - CD;Ibagué;00000023-00;2009-03-05;OM09-213 ;2009-03-05;Reemplazada;561775;1074242;1636017;0;0;0;261762;1897779;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000023;2009-02-27;"Tensión Neutro Tierra 2.4V ALMAVIVA";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000024-00;2009-03-05;OM09-220 ;2009-03-07;Pendiente;3144700;2551200;5695900;0;0;0;911344;6607244;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000015;2009-02-16;"Emergencias CD";Emergencia;POPAYAN - CD;Popayán;00000025-00;2009-03-06;OM09-217 ;2009-03-17;Facturada total;1642000;4080000;5722000;0;0;0;915520;6637520;6637520;5895605;100,115,122;Acta finalización;2009-10-23;;Si;100,115,122;1166771;3623954;4790725;0;0;0;766516;5557241;291693;0;291693;0;0;0;46671;338364
ANDINA S.A.;00000031;2009-02-25;"Caseta para Planta a Eléctrica ";Proyecto;TECHO;Bogotá;00000026-00;2009-03-06;OF-CIM-09-04 ;2009-03-06;Facturada total;32277690;55864570;88142260;8814226;1762845;5288535;846165;99565496;52427016;49632959;213;Acta finalización;2009-11-10;;Si;213;13750864;26443655;40194519;4019452;803890;2411671;385867;47815399;1527874;0;1527874;152787;30557;91672;14668;1817558
ANDINA S.A.;00000031;2009-02-25;"Caseta para Planta a Eléctrica ";Proyecto;TECHO;Bogotá;00000026-00;2009-03-06;OF-CIM-09-04 ;2009-03-06;Facturada total;32277690;55864570;88142260;8814226;1762845;5288535;846165;99565496;52427016;49372940;151;Acta avance obra;2009-11-10;;Si;151;13678825;26305121;39983946;3998395;799679;2399037;383846;47564903;1519869;0;1519869;151987;30397;91192;14591;1808036
INCOEL LTDA;00000026;2009-02-20;"Mantenimiento Iluminación División Ventas ";Servicio por demanda;TECHO;Bogotá;00000027-00;2009-03-06;OM09-221 ;2009-03-11;Facturada total;1160000;660000;1820000;0;0;0;291200;2111200;2111200;1875219;100;Acta finalización;2009-10-23;;Si;100;824272;586228;1410500;0;0;0;225680;1636180;206068;0;206068;0;0;0;32971;239039
INCOEL LTDA;00000027;2009-02-20;"Mantenimiento Iluminación División Preventas";Servicio por demanda;TECHO;Bogotá;00000028-00;2009-03-06;OM09-222 ;2009-03-11;Facturada total;444000;282000;726000;0;0;0;116160;842160;842160;748027;100;Acta finalización;2009-10-23;;Si;100;315497;250479;565976;0;0;0;90556;656532;78874;0;78874;0;0;0;12620;91494
INCOEL LTDA;00000036;2009-03-09;"Instalaciones Electricas";Proyecto;PEREIRA - CD;Pereira;00000029-00;2009-03-09;OM09-200 ;2009-03-09;Facturada parcial;155104700;470976200;626080900;50086472;6260809;31304045;5008647;687436828;66955952;0;248;Acta avance obra;2009-11-06;;No;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000036;2009-03-09;"Instalaciones Electricas";Proyecto;PEREIRA - CD;Pereira;00000029-00;2009-03-09;OM09-200 ;2009-03-09;Facturada parcial;155104700;470976200;626080900;50086472;6260809;31304045;5008647;687436828;248378815;222027821;117;Acta avance obra;2009-11-10;;Si;117;47913733;145490292;193404025;15472322;1934040;9670201;1547232;222027820;0;0;0;0;0;0;0;0
INCOEL LTDA;00000036;2009-03-09;"Instalaciones Electricas";Proyecto;PEREIRA - CD;Pereira;00000029-00;2009-03-09;OM09-200 ;2009-03-09;Facturada parcial;155104700;470976200;626080900;50086472;6260809;31304045;5008647;687436828;111448398;108802372;176;Acta avance obra;2009-11-10;;Si;176;23479615;71295970;94775585;7582047;947756;4738779;758205;108802372;0;0;0;0;0;0;0;0
INCOEL LTDA;00000042;2009-03-10;"Taller Contratistas";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000030-00;2009-03-10;OM09-225 ;2009-03-11;Facturada total;4896000;1937600;6833600;0;0;0;1093376;7926976;7926976;7243616;142;Acta finalización;2009-10-23;;Si;142;3579145;1770566;5349711;0;0;0;855954;6205665;894786;0;894786;0;0;0;143166;1037952
INCOEL LTDA;00000043;2009-03-11;"Mto Iluminación Vias";Servicio por demanda;CERVECERIA DEL VALLE;Yumbo;00000031-00;2009-03-11;OM09-226 ;2009-07-09;Recotizada;1850000;5549300;7399300;0;0;0;1183888;8583188;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000038;2009-03-10;"Iluminación Tandem 2";Proyecto;CERVECERIA AGUILA;Barranquilla;00000032-00;2009-03-12;OM09-227 ;2009-03-16;Pendiente;1942000;4334200;6276200;0;0;0;1004192;7280392;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000044;2009-03-11;"Limpieza de transformador";Emergencia;SINCELEJO - CD;Sincelejo;00000033-00;2009-03-14;ING-CC-021 ;2009-03-14;Facturada total;673178;0;673178;0;0;0;107708;780886;780886;693602;100;Acta finalización;2009-10-23;;Si;100;478346;0;478346;0;0;0;76535;554881;119587;0;119587;0;0;0;19134;138721
INCOEL LTDA;00000034;2009-03-02;"Mantenimiento cilindro 2x26W División Ingeniería";Servicio por demanda;TECHO;Bogotá;00000034-00;2009-03-14;OM09-229 ;2009-03-14;Facturada total;510000;0;510000;0;0;0;81600;591600;591600;525473;100;Acta finalización;2009-10-23;;Si;100;362395;0;362395;0;0;0;57983;420378;90599;0;90599;0;0;0;14496;105095
INCOEL LTDA;00000040;2009-03-10;"Luminaria Viceprecidencia de Recursos Humanos y Relaciones Industriales";Servicio por demanda;TECHO;Bogotá;00000035-00;2009-03-14;OM09-230 ;2009-03-14;Facturada total;364000;150500;514500;0;0;0;82320;596820;596820;530110;100;Acta finalización;2009-10-23;;Si;100;258651;133678;392329;0;0;0;62773;455102;64663;0;64663;0;0;0;10346;75009
INCOEL LTDA;00000024;2009-02-20;"Mantenimiento Oficina Gerencia de Distribución";Servicio por demanda;TECHO;Bogotá;00000036-00;2009-03-14;OM09-259 ;2009-03-16;Descartada;212000;1028300;1240300;0;0;0;198448;1438748;1438748;1277931;100;Acta finalización;2009-10-23;;Si;100;150643;913361;1064004;0;0;0;170241;1234245;37661;0;37661;0;0;0;6026;43687
INCOEL LTDA;00000035;2009-03-02;"Instalación Canaleta Planta Fisica";Servicio por demanda;TECHO;Bogotá;00000037-00;2009-03-16;OM09-235 ;2009-03-16;Facturada total;30000;108000;138000;0;0;0;22080;160080;160080;142187;100;Acta finalización;2009-10-23;;Si;100;21317;95928;117245;0;0;0;18759;136004;5329;0;5329;0;0;0;853;6182
INCOEL LTDA;00000029;2009-02-23;"Portería Talanquera";Servicio por demanda;TECHO;Bogotá;00000038-00;2009-04-21;OM09-252 ;2009-03-16;Facturada total;320000;150000;470000;0;0;0;75200;545200;545200;484260;115;Acta finalización;2009-10-23;;Si;115;227385;133234;360619;0;0;0;57699;418318;56846;0;56846;0;0;0;9095;65941
INCOEL LTDA;00000048;2009-03-17;"Sistema Horario Iluminación";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000039-00;2009-03-17;OM09-236 ;2009-03-18;Pendiente;2466805;5861510;8328315;0;0;0;1332530;9660845;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000049;2009-03-17;"Independización Circuitos Iluminación";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000040-00;2009-03-17;OM09-223 ;2009-03-18;Pendiente;861150;2744600;3605750;0;0;0;576920;4182670;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000047;2009-03-16;"Mantenimiento Zona de Vertimientos";Servicio por demanda;TECHO;Bogotá;00000041-00;2009-03-18;OM09-238 ;2009-03-18;Facturada total;228000;718200;946200;0;0;0;151392;1097592;1097592;974908;100;Acta finalización;2009-10-23;;Si;100;162012;637923;799935;0;0;0;127990;927925;40503;0;40503;0;0;0;6480;46983
INCOEL LTDA;00000051;2009-03-18;"Repuesto bombillo ahorrador baños oficinas División Ventas";Servicio por demanda;TECHO;Bogotá;00000042-00;2009-03-18;OM09-237 ;2009-03-18;Facturada total;5000;51000;56000;0;0;0;8960;64960;64960;57699;115;Acta finalización;2009-10-23;;Si;115;3553;45299;48852;0;0;0;7816;56668;888;0;888;0;0;0;142;1030
INCOEL LTDA;00000022;2009-02-23;"Sistema Automático para ahorrar energía";Proyecto;CALI - VENTAS;Cali;00000043-00;2009-03-18;OM09-239 ;2009-03-20;Pendiente;531000;3486032;4017032;0;0;0;642725;4659757;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000052;2009-03-18;"Tapa metalica Tablero de Breaker";Servicio por demanda;CALI - VENTAS;Cali;00000044-00;2009-03-21;OM09-240 ;2009-03-24;Descartada;20000;66207;86207;0;0;0;13793;100000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000058;2009-03-24;"Sistema Electrico Iluminación Cosinas II";Proyecto;CERVECERIA AGUILA;Barranquilla;00000045-00;2009-03-24;OM09-291 ;2009-03-25;Facturada total;7093996;17115772;24209768;0;0;0;3873562;28083330;28083331;24984480;106;Acta finalización;2009-10-23;;Si;106;5048968;15227135;20276103;0;0;0;3244176;23520279;1262242;0;1262242;0;0;0;201959;1464201
INCOEL LTDA;00000056;2009-03-20;"Remodelación Iluminación Pasillos División de Ingeniería";Proyecto;TECHO;Bogotá;00000046-00;2009-03-26;OM09-241 ;2009-03-26;Descartada;1464000;8224630;9688630;0;0;0;1550180;11238810;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000039;2009-03-10;"Acometidas Electricas BT e Iluminación Bodega Reempaque";Proyecto;TECHO;Bogotá;00000047-00;2009-03-26;OM09-245 ;2009-03-27;Recotizada;3840800;15238560;19079360;0;0;0;3052697;22132057;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000046;2009-03-16;"Lamparas en mal estado Club";Servicio por demanda;TECHO;Bogotá;00000048-00;2009-04-21;OM09-242 ;2009-03-27;Facturada total;260000;361800;621800;0;0;0;99488;721288;721288;640665;115;Acta finalización;2009-10-23;;Si;115;184751;321359;506110;0;0;0;80978;587088;46188;0;46188;0;0;0;7390;53578
ENERCON LTDA;00000054;2009-03-18;"Sum e Inst tablero para Contador Y Propuesta ahorro de energía";Proyecto;ARMENIA - CD;Armenia;00000049-00;2009-03-26;EAR-053-09 ;2009-03-27;Facturada total;4600000;350000;4950000;0;0;0;792000;5742000;5742000;4776750;111;Acta finalización;2009-10-23;;Si;111;3061379;291164;3352543;0;0;0;536407;3888950;765345;0;765345;0;0;0;122455;887800
INCOEL LTDA;00000045;2009-03-12;"Reparación Sistema de Puesta a Tierra";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000050-00;2009-03-12;OM09-228 ;2009-03-27;Facturada total;317000;558500;875500;0;0;0;140080;1015580;1015580;903516;124;Acta finalización;2009-10-23;;Si;124;225617;496872;722489;0;0;0;115598;838087;56404;0;56404;0;0;0;9025;65429
INCOEL LTDA;00000062;2009-03-27;"Adecuaciones y mantenimiento de los tableros BT de la bodega de POSM";Proyecto;BOGOTA - CALLE 22;Bogotá;00000051-00;2009-03-27;OM09-290 ;2009-03-27;Facturada total;11894190;16697060;28591250;0;0;0;4574600;33165850;33165851;29458709;134;Acta finalización;2009-10-23;;Si;134;10564707;14830732;25395439;0;0;0;4063270;29458709;0;0;0;0;0;0;0;0
INCOEL LTDA;00000057;2009-03-24;"Revisión Sistema Electrico de Iluminación Lote Parqueadero";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000052-00;2009-04-01;OM09-287 ;2009-04-14;Facturada total;420000;1264230;1684230;0;0;0;269476;1953706;1953707;1735330;122;Acta finalización;2009-10-23;;Si;122;298443;1122920;1421363;0;0;0;227418;1648781;74611;0;74611;0;0;0;11938;86549
INCOEL LTDA;00000053;2009-03-18;"Cambio tubos y balastos División Ventas";Servicio por demanda;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000053-00;2009-03-29;OM09-256 ;2009-03-30;Facturada total;31000;439950;470950;0;0;0;75352;546302;546302;485239;115;Acta finalización;2009-10-23;;Si;115;22028;390775;412803;0;0;0;66048;478851;5507;0;5507;0;0;0;881;6388
INCOEL LTDA;00000060;2009-03-26;"Adecuación oficinas seguridad";Proyecto;BOGOTA - DIR GRAL CALLE 94;Bogotá;00000054-00;2009-03-29;OM09-253 ;2009-03-30;Recotizada;743780;2045005;2788785;0;0;0;446205;3234990;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENERCON LTDA;00000055;2009-03-19;"Montaje de planta diesel proveniente de Duitama";Proyecto;MANIZALES - VENTAS;Manizales;00000055-00;2009-04-01;EMA-054-09 ;0000-00-00;Reemplazada;5137000;17469500;22606500;0;0;0;3617040;26223540;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000066;2009-04-01;"Mantenimiento Subestaciones";Mantenimiento;CERVECERIA DEL VALLE;Yumbo;00000056-00;2009-04-01;OM09-250 ;2009-04-01;Facturada total;4361240;0;4361240;0;0;0;697798;5059038;5059038;4492076;128;Acta finalización;2009-10-23;;Si;128;3097983;0;3097983;0;0;0;495677;3593660;774496;0;774496;0;0;0;123919;898415
INCOEL LTDA;00000069;2009-04-03;"Suministro de transferencia automática 150 KVA 220V";Proyecto;MONTERIA - CD;Montería;00000057-00;2009-04-03;OM09-257 ;2009-04-03;Pendiente;8526000;0;8526000;0;0;0;1364160;9890160;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000059;2009-03-26;"Revisión Luminarias Fachada Costado Oriental Deposito";Servicio por demanda;TECHO;Bogotá;00000058-00;2009-04-01;OM09-292 ;2009-04-04;Facturada total;266000;1038100;1304100;0;0;0;208656;1512756;1512756;1343666;115;Acta finalización;2009-10-23;;Si;115;189014;922065;1111079;0;0;0;177773;1288852;47254;0;47254;0;0;0;7561;54815
INCOEL LTDA;00000075;2009-04-07;"Instalación Cofre Tomas Calderas";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000059-00;2009-06-05;OM09-333 ;2009-06-05;Pendiente;674800;4625250;5300050;0;0;0;848008;6148058;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000070;2009-04-06;"Mantenimiento Iluminación zonas: Muelles Estacas, Muelles Botelleros y zona tandem. CD";Proyecto;CERVECERIA AGUILA;Barranquilla;00000060-00;2009-07-16;OM09-376 ;2009-05-06;Pendiente;35729000;156787881;192516881;0;0;0;30802700;223319581;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000076;2009-04-07;"Instalación Cofre Tomas Ptar";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000061-00;2009-04-01;OM09-251 ;2009-04-08;Pendiente;377600;1077550;1455150;0;0;0;232824;1687974;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000077;2009-04-08;"Mantenimiento Rack's de comunicaciones";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000062-00;2009-04-01;OM09-289 ;2009-04-08;Facturada total;5580000;2298000;7878000;0;0;0;1260480;9138480;9138480;8114340;219;Acta finalización;2009-10-23;;Si;219;3963724;2040466;6004190;0;0;0;960670;6964860;990931;0;990931;0;0;0;158549;1149480
INCOEL LTDA;00000071;2009-04-06;"Acometida electrica Lote Parqueadero CD";Proyecto;CERVECERIA AGUILA;Barranquilla;00000063-00;2009-04-01;OM09-286 ;2009-04-14;Pendiente;2154500;12110180;14264680;0;0;0;2282348;16547028;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000068;2009-04-03;"Suministro e instalación de tubos fluorescentes División de Ingeniería";Servicio por demanda;TECHO;Bogotá;00000064-00;2009-04-21;OM09-262 ;2009-04-21;Facturada total;50000;29000;79000;0;0;0;12640;91640;91640;81397;115;Acta finalización;2009-10-23;;Si;115;35529;25759;61288;0;0;0;9806;71094;8882;0;8882;0;0;0;1421;10303
INCOEL LTDA;00000074;2009-04-07;"Mantenimiento Iluminación División de Ingeniería";Servicio por demanda;TECHO;Bogotá;00000065-00;2009-04-17;OM09-264 ;2009-06-09;Facturada total;528000;603200;1131200;0;0;0;180992;1312192;1312192;1165521;155;Acta finalización;2009-10-23;;Si;155;375186;535777;910963;0;0;0;145754;1056717;93797;0;93797;0;0;0;15007;108804
INCOEL LTDA;00000073;2009-04-07;"Cambio Bombillas División de Calidad";Servicio por demanda;TECHO;Bogotá;00000066-00;2009-04-21;OM09-263 ;2009-06-08;En ejecución;2235000;926650;3161650;0;0;0;505864;3667514;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000067;2009-04-03;"Mantenimiento Planta";Emergencia;VILLAVICENCIO - CD;Villavicencio;00000067-00;2009-04-21;CT-CIM-09-11 ;2009-03-22;Facturada total;355832;0;355832;0;0;0;56933;412765;412765;366628;115;Acta finalización;2009-10-26;;Si;115;252847;0;252847;0;0;0;40456;293303;63212;0;63212;0;0;0;10114;73326
ANDINA S.A.;00000072;2009-04-07;"Mantenimiento Preventivo Planta Electrica";Emergencia;VILLAVICENCIO - CD;Villavicencio;00000068-00;2009-04-21;CT-CIM-09-12 ;2009-03-22;Facturada total;355832;0;355832;0;0;0;56933;412765;412765;366628;115;Acta finalización;2009-10-26;;Si;115;252847;0;252847;0;0;0;40456;293303;63212;0;63212;0;0;0;10114;73326
